id,nombre,lat,lon
122,Ubicacion122,10.074499,-83.851436
123,Ubicacion123,10.156942,-83.982465
124,Ubicacion124,9.617718,-83.952178
125,Ubicacion125,9.944976,-83.925803
126,Ubicacion126,9.65163,-84.112862
127,Ubicacion127,9.900162,-84.103142
128,Ubicacion128,10.083974,-84.394906
129,Ubicacion129,10.194358,-83.841858
130,Ubicacion130,10.001054,-84.310683
131,Ubicacion131,10.130835,-84.355246
132,Ubicacion132,9.614453,-84.211081
133,Ubicacion133,9.64535,-84.062513
134,Ubicacion134,10.144678,-84.361816
135,Ubicacion135,10.003483,-84.109209
136,Ubicacion136,9.795246,-84.105845
137,Ubicacion137,9.857481,-84.108545
138,Ubicacion138,10.125433,-84.062891
139,Ubicacion139,9.703763,-83.92127
140,Ubicacion140,9.940217,-83.870817
141,Ubicacion141,9.683648,-83.865021
142,Ubicacion142,9.779021,-84.1339
143,Ubicacion143,10.037579,-83.935723
144,Ubicacion144,9.75704,-83.8352
145,Ubicacion145,9.739937,-83.980226
146,Ubicacion146,9.600075,-83.952431
147,Ubicacion147,9.954297,-84.288052
148,Ubicacion148,9.784359,-83.892861
149,Ubicacion149,9.670733,-84.093528
150,Ubicacion150,9.980105,-83.853576
151,Ubicacion151,9.915257,-84.389004
152,Ubicacion152,10.076431,-84.263529
153,Ubicacion153,9.639872,-84.0584
154,Ubicacion154,9.608003,-83.97353
155,Ubicacion155,10.002513,-84.11522
156,Ubicacion156,9.80871,-83.963092
157,Ubicacion157,9.914608,-84.197858
158,Ubicacion158,9.717232,-83.8904
159,Ubicacion159,10.066497,-84.334002
160,Ubicacion160,9.865144,-84.393585
161,Ubicacion161,9.800709,-83.824565
162,Ubicacion162,9.741658,-83.925578
163,Ubicacion163,10.035319,-84.263837
164,Ubicacion164,10.18624,-84.356909
165,Ubicacion165,10.161581,-84.042253
166,Ubicacion166,10.115382,-84.061003
167,Ubicacion167,9.906573,-84.135651
168,Ubicacion168,9.844854,-83.893944
169,Ubicacion169,9.752933,-84.021286
170,Ubicacion170,9.698194,-83.8405
171,Ubicacion171,9.90858,-83.827031
172,Ubicacion172,9.823958,-83.833994
173,Ubicacion173,9.792867,-84.274602
174,Ubicacion174,9.96566,-83.840542
175,Ubicacion175,9.645686,-84.130311
176,Ubicacion176,9.705259,-84.025644
177,Ubicacion177,10.088391,-83.907965
178,Ubicacion178,9.604562,-84.020064
179,Ubicacion179,10.193369,-83.80828
180,Ubicacion180,9.945423,-83.971219
181,Ubicacion181,9.611376,-84.117524
182,Ubicacion182,9.682781,-84.291595
183,Ubicacion183,9.660547,-83.967619
184,Ubicacion184,9.908268,-83.912775
185,Ubicacion185,9.825942,-84.397903
186,Ubicacion186,9.735913,-84.277799
187,Ubicacion187,10.0276,-84.379821
188,Ubicacion188,9.892711,-83.977418
189,Ubicacion189,9.87687,-83.921779
190,Ubicacion190,9.756093,-84.052054
191,Ubicacion191,10.114785,-84.161768
192,Ubicacion192,10.042044,-84.063186
193,Ubicacion193,9.975521,-83.903239
194,Ubicacion194,9.688915,-83.918942
195,Ubicacion195,10.012702,-84.229706
196,Ubicacion196,9.994356,-84.288468
197,Ubicacion197,9.702107,-84.197627
198,Ubicacion198,9.768029,-84.393477
199,Ubicacion199,10.199331,-83.974887
200,Ubicacion200,10.06165,-83.829639
201,Ubicacion201,9.775768,-83.825263
202,Ubicacion202,9.72616,-84.316134
203,Ubicacion203,10.059775,-83.848905
204,Ubicacion204,10.062816,-84.040695
205,Ubicacion205,9.643867,-84.281511
206,Ubicacion206,10.135369,-83.959978
207,Ubicacion207,9.63911,-84.3599
208,Ubicacion208,9.805983,-83.992165
209,Ubicacion209,10.068687,-84.289282
210,Ubicacion210,10.124972,-84.311004
211,Ubicacion211,9.798417,-84.350832
212,Ubicacion212,10.18431,-84.072553
213,Ubicacion213,10.051427,-84.052682
214,Ubicacion214,10.089651,-84.181499
215,Ubicacion215,9.604048,-84.002407
216,Ubicacion216,9.957241,-84.239294
217,Ubicacion217,9.894112,-84.064591
218,Ubicacion218,10.138072,-84.142591
219,Ubicacion219,9.710632,-83.895558
220,Ubicacion220,10.178141,-83.808195
221,Ubicacion221,10.064937,-84.371387
222,Ubicacion222,10.12113,-83.910392
223,Ubicacion223,10.129339,-84.143951
224,Ubicacion224,10.126766,-84.134602
225,Ubicacion225,9.658173,-83.978558
226,Ubicacion226,9.736117,-83.804436
227,Ubicacion227,9.681595,-84.336509
228,Ubicacion228,9.86718,-84.293575
229,Ubicacion229,9.836058,-83.974065
230,Ubicacion230,10.07916,-84.14129
231,Ubicacion231,9.766621,-84.035031
232,Ubicacion232,9.8506,-84.082549
233,Ubicacion233,9.774919,-84.247594
234,Ubicacion234,9.929796,-84.006295
235,Ubicacion235,10.153813,-84.023344
236,Ubicacion236,9.874673,-84.176864
237,Ubicacion237,10.06758,-84.152503
238,Ubicacion238,9.601988,-84.237936
239,Ubicacion239,9.91162,-83.995253
240,Ubicacion240,9.819196,-83.904225
241,Ubicacion241,9.68229,-83.896436
242,Ubicacion242,9.809965,-83.842995
243,Ubicacion243,9.962691,-84.338311
244,Ubicacion244,9.627504,-84.338507
245,Ubicacion245,9.756529,-84.135623
246,Ubicacion246,9.714119,-84.005467
247,Ubicacion247,10.065019,-84.132511
248,Ubicacion248,9.660697,-84.019482
249,Ubicacion249,9.707738,-83.83671
250,Ubicacion250,10.068948,-83.973855
251,Ubicacion251,10.132475,-84.068431
252,Ubicacion252,9.72893,-84.051539
253,Ubicacion253,10.103615,-84.003815
254,Ubicacion254,9.917773,-84.081336
255,Ubicacion255,9.681767,-84.072866
256,Ubicacion256,10.069687,-84.292245
257,Ubicacion257,10.064421,-84.092252
258,Ubicacion258,9.664182,-84.068683
259,Ubicacion259,10.121908,-83.811914
260,Ubicacion260,9.6415,-84.197647
261,Ubicacion261,10.073847,-84.157884
262,Ubicacion262,9.920976,-83.847989
263,Ubicacion263,9.665007,-84.114254
264,Ubicacion264,10.14503,-84.334811
265,Ubicacion265,9.650896,-83.974121
266,Ubicacion266,9.892062,-83.800835
267,Ubicacion267,9.79646,-83.92614
268,Ubicacion268,10.16795,-83.862616
269,Ubicacion269,9.902135,-84.390159
270,Ubicacion270,10.172956,-83.911269
271,Ubicacion271,9.877006,-84.017553
272,Ubicacion272,9.897952,-84.093413
273,Ubicacion273,9.789215,-84.374768
274,Ubicacion274,9.644861,-84.131672
275,Ubicacion275,9.601227,-84.22165
276,Ubicacion276,10.130653,-83.85706
277,Ubicacion277,10.131276,-83.877754
278,Ubicacion278,9.653732,-84.256497
279,Ubicacion279,9.971759,-83.844947
280,Ubicacion280,10.103612,-84.369125
281,Ubicacion281,9.858134,-83.951986
282,Ubicacion282,9.859462,-84.241052
283,Ubicacion283,10.183008,-83.939047
284,Ubicacion284,9.926897,-84.363496
285,Ubicacion285,9.960812,-84.217421
286,Ubicacion286,9.719537,-83.896237
287,Ubicacion287,9.967111,-83.911645
288,Ubicacion288,10.01926,-83.828732
289,Ubicacion289,9.630057,-84.071073
290,Ubicacion290,9.738605,-83.942952
291,Ubicacion291,9.838927,-84.122462
292,Ubicacion292,9.662404,-84.236288
293,Ubicacion293,10.076402,-84.237791
294,Ubicacion294,9.926371,-84.138327
295,Ubicacion295,9.899514,-84.321081
296,Ubicacion296,9.881217,-84.116269
297,Ubicacion297,9.813815,-84.140624
298,Ubicacion298,9.953836,-84.039942
299,Ubicacion299,9.958487,-83.82607
300,Ubicacion300,9.893167,-84.381655
301,Ubicacion301,9.926266,-84.157037
302,Ubicacion302,9.875866,-84.130931
303,Ubicacion303,9.706071,-84.348202
304,Ubicacion304,9.97584,-84.049551
305,Ubicacion305,9.61886,-84.329196
306,Ubicacion306,9.846553,-84.174029
307,Ubicacion307,9.768493,-84.224373
308,Ubicacion308,9.783331,-84.182936
309,Ubicacion309,9.763783,-83.872523
310,Ubicacion310,9.758015,-84.171083
311,Ubicacion311,10.093802,-84.194753
312,Ubicacion312,9.779345,-84.256838
313,Ubicacion313,10.034468,-83.880866
314,Ubicacion314,9.919748,-84.290517
315,Ubicacion315,9.797689,-83.958624
316,Ubicacion316,9.977967,-84.151722
317,Ubicacion317,10.079381,-84.371033
318,Ubicacion318,9.851446,-84.374767
319,Ubicacion319,9.650082,-83.882565
320,Ubicacion320,10.075647,-84.141677
321,Ubicacion321,9.73964,-84.202253
322,Ubicacion322,9.824346,-84.172675
323,Ubicacion323,9.920375,-84.268192
324,Ubicacion324,10.091809,-84.336395
325,Ubicacion325,9.956424,-84.247693
326,Ubicacion326,10.154985,-84.284054
327,Ubicacion327,9.770715,-83.987463
328,Ubicacion328,9.903264,-83.851723
329,Ubicacion329,10.145741,-83.837387
330,Ubicacion330,10.033308,-84.208768
331,Ubicacion331,9.736019,-83.98432
332,Ubicacion332,10.056125,-83.827147
333,Ubicacion333,10.133255,-83.955584
334,Ubicacion334,9.698455,-84.166162
335,Ubicacion335,9.68958,-84.208879
336,Ubicacion336,10.118722,-83.979364
337,Ubicacion337,10.177005,-84.134952
338,Ubicacion338,9.782921,-84.379341
339,Ubicacion339,9.707891,-83.81455
340,Ubicacion340,10.147472,-83.849043
341,Ubicacion341,9.971685,-83.827681
342,Ubicacion342,9.650878,-84.330504
343,Ubicacion343,10.061723,-84.314911
344,Ubicacion344,9.803678,-83.944156
345,Ubicacion345,9.602014,-84.3273
346,Ubicacion346,10.16543,-84.319583
347,Ubicacion347,10.192542,-83.954315
348,Ubicacion348,9.947534,-84.27185
349,Ubicacion349,9.847238,-84.331635
350,Ubicacion350,10.060772,-84.146006
351,Ubicacion351,9.722146,-84.171542
352,Ubicacion352,10.012136,-83.92146
353,Ubicacion353,9.708565,-84.26774
354,Ubicacion354,10.146219,-84.27672
355,Ubicacion355,9.829954,-83.917335
356,Ubicacion356,10.178631,-83.894651
357,Ubicacion357,9.76205,-84.355003
358,Ubicacion358,9.642186,-83.806851
359,Ubicacion359,9.847857,-84.265419
360,Ubicacion360,10.195605,-84.187206
361,Ubicacion361,9.998967,-84.064132
362,Ubicacion362,9.625019,-84.172365
363,Ubicacion363,10.003686,-83.942636
364,Ubicacion364,10.016714,-84.385369
365,Ubicacion365,10.003962,-84.017219
366,Ubicacion366,9.780366,-83.831898
367,Ubicacion367,9.718584,-84.268644
368,Ubicacion368,9.743185,-84.144837
369,Ubicacion369,9.860243,-83.995887
370,Ubicacion370,9.65639,-83.811187
371,Ubicacion371,9.732535,-84.07291
372,Ubicacion372,9.644789,-84.366179
373,Ubicacion373,9.909119,-83.961133
374,Ubicacion374,9.633062,-84.358145
375,Ubicacion375,9.686713,-84.188663
376,Ubicacion376,10.1456,-84.021002
377,Ubicacion377,10.11113,-84.315858
378,Ubicacion378,10.108449,-83.910113
379,Ubicacion379,10.015671,-84.30197
380,Ubicacion380,9.881747,-84.384412
381,Ubicacion381,9.691081,-83.893022
382,Ubicacion382,9.744923,-84.110725
383,Ubicacion383,9.957778,-84.02495
384,Ubicacion384,10.191461,-83.970166
385,Ubicacion385,9.756846,-84.078614
386,Ubicacion386,9.681434,-84.034229
387,Ubicacion387,9.982475,-84.119532
388,Ubicacion388,9.732303,-83.840545
389,Ubicacion389,9.797492,-84.339426
390,Ubicacion390,10.067558,-84.347967
391,Ubicacion391,10.090015,-83.812855
392,Ubicacion392,10.093365,-84.262942
393,Ubicacion393,10.139047,-84.28029
394,Ubicacion394,10.103076,-84.074991
395,Ubicacion395,9.909772,-84.119683
396,Ubicacion396,10.115486,-84.27343
397,Ubicacion397,10.16446,-83.862074
398,Ubicacion398,9.685525,-83.835877
399,Ubicacion399,10.08346,-84.26894
400,Ubicacion400,10.10889,-84.225429
401,Ubicacion401,9.917361,-84.377043
402,Ubicacion402,9.725468,-84.34546
403,Ubicacion403,9.655162,-84.194095
404,Ubicacion404,9.696711,-84.324013
405,Ubicacion405,9.81087,-84.31526
406,Ubicacion406,9.616244,-84.144417
407,Ubicacion407,9.868023,-83.875265
408,Ubicacion408,9.849913,-83.866319
409,Ubicacion409,10.047629,-84.39314
410,Ubicacion410,9.760787,-84.107357
411,Ubicacion411,9.699969,-84.198285
412,Ubicacion412,10.049474,-83.815329
413,Ubicacion413,9.788705,-83.801
414,Ubicacion414,9.976292,-84.096606
415,Ubicacion415,9.801986,-83.957684
416,Ubicacion416,9.641585,-83.9137
417,Ubicacion417,9.669525,-83.802573
418,Ubicacion418,9.913465,-84.22754
419,Ubicacion419,9.643283,-83.811077
420,Ubicacion420,9.933843,-84.194554
421,Ubicacion421,10.014897,-83.853974
422,Ubicacion422,9.61895,-84.102322
423,Ubicacion423,9.695418,-83.871854
424,Ubicacion424,9.747272,-83.910631
425,Ubicacion425,9.954922,-84.241429
426,Ubicacion426,9.728321,-84.328436
427,Ubicacion427,10.10638,-83.989478
428,Ubicacion428,10.142607,-83.834811
429,Ubicacion429,10.10379,-84.240392
430,Ubicacion430,9.651736,-84.0139
431,Ubicacion431,9.70906,-84.095863
432,Ubicacion432,9.948555,-84.039337
433,Ubicacion433,9.843135,-83.950135
434,Ubicacion434,9.775912,-84.113714
435,Ubicacion435,9.967952,-84.158282
436,Ubicacion436,9.647866,-84.26472
437,Ubicacion437,9.607352,-84.295009
438,Ubicacion438,9.844025,-84.189361
439,Ubicacion439,9.977977,-84.075278
440,Ubicacion440,10.028556,-84.202653
441,Ubicacion441,9.951234,-83.919819
442,Ubicacion442,9.81084,-84.173672
443,Ubicacion443,10.127742,-84.17819
444,Ubicacion444,10.075842,-83.930883
445,Ubicacion445,9.98838,-84.360912
446,Ubicacion446,10.186172,-84.046721
447,Ubicacion447,9.724143,-83.919133
448,Ubicacion448,9.83719,-83.916903
449,Ubicacion449,9.811244,-84.133168
450,Ubicacion450,9.847367,-83.903878
451,Ubicacion451,9.646265,-84.302972
452,Ubicacion452,9.793823,-84.01234
453,Ubicacion453,9.98035,-84.22055
454,Ubicacion454,9.813915,-84.278242
455,Ubicacion455,9.930287,-84.202615
456,Ubicacion456,10.036175,-84.041001
457,Ubicacion457,9.740398,-84.129561
458,Ubicacion458,9.940782,-83.939589
459,Ubicacion459,9.705099,-84.390585
460,Ubicacion460,9.830966,-83.948697
461,Ubicacion461,10.056011,-84.312244
462,Ubicacion462,9.776186,-84.214277
463,Ubicacion463,10.063709,-84.094546
464,Ubicacion464,9.673255,-84.280235
465,Ubicacion465,10.030332,-83.856775
466,Ubicacion466,10.008316,-83.914159
467,Ubicacion467,9.926548,-84.273765
468,Ubicacion468,9.798382,-84.39185
469,Ubicacion469,10.11155,-83.978138
470,Ubicacion470,10.106906,-84.10124
471,Ubicacion471,9.821607,-84.157615
472,Ubicacion472,9.682731,-84.356089
473,Ubicacion473,10.154799,-84.041563
474,Ubicacion474,10.198855,-84.277006
475,Ubicacion475,10.112005,-83.871727
476,Ubicacion476,9.669534,-83.819765
477,Ubicacion477,10.169046,-84.019343
478,Ubicacion478,9.652684,-84.382709
479,Ubicacion479,10.100153,-84.228895
480,Ubicacion480,9.905349,-84.086817
481,Ubicacion481,9.857505,-84.035204
482,Ubicacion482,9.85782,-83.994147
483,Ubicacion483,10.042604,-83.818719
484,Ubicacion484,10.082247,-84.002338
485,Ubicacion485,9.686172,-83.884929
486,Ubicacion486,9.929279,-84.210334
487,Ubicacion487,9.829896,-84.270047
488,Ubicacion488,9.624693,-83.963731
489,Ubicacion489,9.92824,-84.168953
490,Ubicacion490,9.777482,-84.2064
491,Ubicacion491,10.136383,-84.263506
492,Ubicacion492,10.034482,-83.90877
493,Ubicacion493,10.052253,-84.329387
494,Ubicacion494,9.843029,-84.003841
495,Ubicacion495,9.689963,-84.10306
496,Ubicacion496,9.806561,-83.897545
497,Ubicacion497,10.184049,-84.391814
498,Ubicacion498,9.772288,-84.067658
499,Ubicacion499,9.723661,-83.955026
500,Ubicacion500,10.109721,-84.142586
501,Ubicacion501,9.862436,-84.08199
502,Ubicacion502,9.723369,-83.806225
503,Ubicacion503,10.121832,-84.138682
504,Ubicacion504,9.656881,-83.804992
505,Ubicacion505,9.991388,-83.903846
506,Ubicacion506,9.978,-83.8139
507,Ubicacion507,9.851412,-84.118076
508,Ubicacion508,10.034373,-84.340208
509,Ubicacion509,9.813335,-84.15286
510,Ubicacion510,9.717543,-83.95244
511,Ubicacion511,10.130717,-84.086655
512,Ubicacion512,9.697179,-84.314292
513,Ubicacion513,9.83775,-84.231816
514,Ubicacion514,10.033698,-83.802152
515,Ubicacion515,10.113837,-84.274276
516,Ubicacion516,9.880434,-84.212514
517,Ubicacion517,10.040529,-84.345448
518,Ubicacion518,9.831318,-84.275116
519,Ubicacion519,10.066201,-84.323437
520,Ubicacion520,9.753337,-84.180526
521,Ubicacion521,9.808239,-83.994225
522,Ubicacion522,10.181402,-84.178058
523,Ubicacion523,10.165201,-84.373983
524,Ubicacion524,9.947761,-83.821757
525,Ubicacion525,10.19504,-84.323956
526,Ubicacion526,10.063791,-83.811572
527,Ubicacion527,9.701735,-84.295447
528,Ubicacion528,10.013666,-84.290989
529,Ubicacion529,9.910575,-84.337437
530,Ubicacion530,10.058485,-84.122788
531,Ubicacion531,9.605265,-83.864681
532,Ubicacion532,9.772874,-84.384839
533,Ubicacion533,9.829605,-84.199179
534,Ubicacion534,9.802773,-83.912647
535,Ubicacion535,10.181303,-83.807321
536,Ubicacion536,9.662579,-84.315895
537,Ubicacion537,10.028145,-84.000647
538,Ubicacion538,9.662132,-84.052249
539,Ubicacion539,9.893483,-84.034877
540,Ubicacion540,10.166018,-83.823993
541,Ubicacion541,9.680969,-84.090817
542,Ubicacion542,10.022154,-83.892511
543,Ubicacion543,10.191553,-84.303342
544,Ubicacion544,9.904347,-84.327256
545,Ubicacion545,9.879267,-84.038719
546,Ubicacion546,9.828897,-83.959985
547,Ubicacion547,9.690158,-84.226668
548,Ubicacion548,10.011916,-84.126268
549,Ubicacion549,10.081492,-83.894024
550,Ubicacion550,9.770731,-84.014055
551,Ubicacion551,10.112909,-84.2967
552,Ubicacion552,9.815307,-83.956924
553,Ubicacion553,9.768649,-84.046222
554,Ubicacion554,10.002201,-83.958741
555,Ubicacion555,9.963664,-84.197258
556,Ubicacion556,9.727598,-83.851645
557,Ubicacion557,9.879614,-84.380775
558,Ubicacion558,10.148024,-83.837743
559,Ubicacion559,10.136061,-84.190647
560,Ubicacion560,9.960559,-83.98068
561,Ubicacion561,10.190243,-84.375866
562,Ubicacion562,10.10929,-84.01962
563,Ubicacion563,9.873916,-84.317671
564,Ubicacion564,10.055366,-84.118864
565,Ubicacion565,9.841548,-84.265675
566,Ubicacion566,9.994582,-84.332535
567,Ubicacion567,9.79366,-84.139252
568,Ubicacion568,9.711909,-83.979961
569,Ubicacion569,9.936944,-83.870753
570,Ubicacion570,10.007913,-84.036339
571,Ubicacion571,9.737796,-83.947009
572,Ubicacion572,9.92237,-84.248991
573,Ubicacion573,9.899485,-84.317862
574,Ubicacion574,9.698272,-84.09359
575,Ubicacion575,9.825634,-84.096154
576,Ubicacion576,9.959954,-84.04225
577,Ubicacion577,9.633263,-84.107947
578,Ubicacion578,10.140821,-83.805456
579,Ubicacion579,9.939267,-84.199719
580,Ubicacion580,9.746479,-84.171139
581,Ubicacion581,9.971893,-83.962846
582,Ubicacion582,10.105599,-83.921955
583,Ubicacion583,10.162546,-84.387377
584,Ubicacion584,10.024008,-84.263072
585,Ubicacion585,9.9676,-84.317303
586,Ubicacion586,10.134221,-84.28163
587,Ubicacion587,10.182853,-84.377844
588,Ubicacion588,10.059175,-84.125491
589,Ubicacion589,9.927722,-83.913885
590,Ubicacion590,9.953386,-84.205454
591,Ubicacion591,10.144759,-84.066546
592,Ubicacion592,9.989774,-83.978241
593,Ubicacion593,9.959934,-84.067348
594,Ubicacion594,9.879984,-84.389278
595,Ubicacion595,9.889756,-84.282241
596,Ubicacion596,9.653258,-84.21094
597,Ubicacion597,10.028497,-84.324088
598,Ubicacion598,9.614892,-83.96925
599,Ubicacion599,9.622301,-84.196237
600,Ubicacion600,9.657736,-84.342747
601,Ubicacion601,9.755191,-84.007581
602,Ubicacion602,10.084001,-84.380113
603,Ubicacion603,9.819356,-84.282139
604,Ubicacion604,9.820926,-84.160946
605,Ubicacion605,10.127693,-83.83088
606,Ubicacion606,10.121139,-84.244074
607,Ubicacion607,9.800736,-84.049217
608,Ubicacion608,9.777445,-84.16584
609,Ubicacion609,9.687191,-83.833517
610,Ubicacion610,10.155091,-83.896271
611,Ubicacion611,9.971368,-83.808583
612,Ubicacion612,9.927051,-83.956809
613,Ubicacion613,9.756371,-84.105232
614,Ubicacion614,10.032731,-83.904297
615,Ubicacion615,9.904145,-84.244752
616,Ubicacion616,10.019939,-84.05699
617,Ubicacion617,9.734374,-84.133686
618,Ubicacion618,10.189507,-83.956389
619,Ubicacion619,9.783776,-84.237623
620,Ubicacion620,9.990349,-83.821984
621,Ubicacion621,10.145713,-83.946471
622,Ubicacion622,9.715176,-84.137942
623,Ubicacion623,9.77046,-84.103028
624,Ubicacion624,10.102606,-84.084137
625,Ubicacion625,10.054842,-83.842495
626,Ubicacion626,10.042841,-84.095393
627,Ubicacion627,10.111053,-83.983621
628,Ubicacion628,9.74191,-84.30077
629,Ubicacion629,9.680978,-84.272901
630,Ubicacion630,9.622158,-83.905408
631,Ubicacion631,9.889972,-84.391586
632,Ubicacion632,10.145243,-84.382466
633,Ubicacion633,9.605975,-83.919383
634,Ubicacion634,9.879534,-83.916986
635,Ubicacion635,9.698068,-83.867553
636,Ubicacion636,9.672646,-83.928735
637,Ubicacion637,9.807684,-84.335115
638,Ubicacion638,10.062067,-83.831975
639,Ubicacion639,9.705759,-84.081062
640,Ubicacion640,9.860768,-84.31848
641,Ubicacion641,10.091834,-84.252931
642,Ubicacion642,9.790655,-84.180834
643,Ubicacion643,10.061423,-84.294728
644,Ubicacion644,9.889481,-84.265356
645,Ubicacion645,9.910158,-83.871446
646,Ubicacion646,9.714636,-83.865241
647,Ubicacion647,9.649819,-84.3359
648,Ubicacion648,9.826224,-84.290845
649,Ubicacion649,9.709207,-83.808592
650,Ubicacion650,10.139106,-83.900788
651,Ubicacion651,9.817322,-84.35947
652,Ubicacion652,9.955146,-84.162687
653,Ubicacion653,10.159501,-83.830686
654,Ubicacion654,10.102167,-84.123364
655,Ubicacion655,9.937752,-83.866802
656,Ubicacion656,9.946152,-83.91134
657,Ubicacion657,10.026857,-84.062559
658,Ubicacion658,9.9954,-83.901198
659,Ubicacion659,10.080445,-84.191995
660,Ubicacion660,9.727687,-83.994873
661,Ubicacion661,10.112858,-84.192767
662,Ubicacion662,9.827276,-84.063802
663,Ubicacion663,9.941848,-84.226527
664,Ubicacion664,10.151822,-84.192236
665,Ubicacion665,10.188985,-83.961129
